"","score","text"
"97",0,"Zika: steps to protecting yourself and your family-- https://t.co/D2bo2moQSM https://t.co/VlGnTG17Ti"
"98",0,"Zika: steps to protecting yourself and your family-- https://t.co/tNs14oMNXx https://t.co/noqTB82xgM"
"99",0,"Zika: steps to protecting yourself and your family-- https://t.co/ZnbntxAFas https://t.co/S0bvjUViap"
"100",0,"Our good friends over at @lbanimalcare are passionate about keeping #LBC Zika… https://t.co/Ek5Y7U5384"
"101",0,"If you must travel to an area with #Zika, there are some things @marchofdimes... https://t.co/BzI32VEmW4 by… https://t.co/v9jKUsoVyA"
"102",-1,"Retweeted Vector Control (@GLACVCD):

Invasive Aedes #mosquito species can spread deadly diseases such as #Zika... https://t.co/8kq21AYZkc"
"103",-1,"Zika virus found in second species of mosquitoes https://t.co/YfFgkXvYw1"
"104",0,"A new #Zika vaccine is on the way! https://t.co/hBtD1VvOYa"
"105",0,"Invasive Aedes #mosquito species can spread deadly diseases such as #Zika #dengue and #chikungunya #FightTheBite… https://t.co/GeCjuvBCwc"
"106",0,"Zika Virus Warning: Santa Barbara County Public Health Department provides an update on the Zika… https://t.co/tTdKuaunyZ #edhat #SBnews"
"107",0,"Find out how to #ZAPzika with tips from @MarchOfDimes https://t.co/XFjObsRwVx  via @SheSpeaksUp"
"108",0,"@FoxNewsOpinion @CDCDirector Good info for 8.5 prgnt Honduran &amp; CentAm Wmn with Zika in line at E Coast &amp; West Coas… https://t.co/dYHopFG8zc"
"109",0,"RT @neil_bodie: Zika RNA—but not live virus—has been found in Brazilian Aedes albopictus, or Asian tiger mosquitoes,  https://t.co/bRJ4dfXT…"
"110",-1,"Zika virus gone from semen after three months https://t.co/0LfAFFYfuz"
"111",-1,"RT @HeyTammyBruce: CDC Discloses Zika Now In All 50 States; Birth Defects Greater Than Expected https://t.co/VUm5O1wmn8"
"112",-2,"Mother of baby born with Zika complications shares heartbreaking ordeal https://t.co/Og9gmHTMoO"
"113",1,"Incidence of canine heartworm in US 2016- this is what the incidence of Zika may look like if it becomes endemic<ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B9><U+0081> https://t.co/IejrBulQ9u"
"114",0,"If #Zika drove athletes from #rio 2016 when will some start questioning the safety of going to #southkorea for #olympics in Feb? #sportsbiz"
"115",0,"Zika RNA Found In Another Mosquito Species #DOCMAPS #FindDoctr https://t.co/PG7QxY0L8F"
"116",0,"SBCPHD provides an update on Zika virus disease &amp; steps you can take to protect yourself &amp; your family: https://t.co/rpbezyhPs2"
"117",-1,"Invasive #Aedes #mosquito species have been found in many CA counties #Zika #MosquitoWeek #FightTheBite https://t.co/KubO34Kk6p"
"118",-1,"Epilepsy: Another Potential Zika Threat to Babies https://t.co/5lVsqlqMoB"
"119",0,"NeuroBreak: Zika Epilepsy; Opioid Beliefs - (MedPage Today) -- News and commentary from the world of neurology ... https://t.co/VmXZn5yjTq"
"120",0,"@Contagion_Live Adds 30 Editorial Advisory Board Members #Zika #news  https://t.co/8UcPF8iuRH https://t.co/stI0XHwKMw"
"121",-1,"RT @KPCC: Baby with Zika-related birth defect born in San Diego County https://t.co/19udZrHp6J https://t.co/lWeu6EXcHz"
"122",-1,"Here are some ways to keep from getting Zika virus disease via @lapublichealth https://t.co/7bNpxnhmnB https://t.co/9zpWdNYijT"
"123",0,"Cuba's Zika battle"
"124",0,"RT @KeahuKahuanui: Scratch + Mosquito bites = basically I'm now a werewolf with Zika? How does this work again? https://t.co/Sh9zKqEF6c"
"125",0,"The squad<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/g5HlrK2Zoj"
"126",-2,"RT @AVMosquito: Mother of baby born with Zika complications shares heartbreaking ordeal https://t.co/YqDaBa8In1"
"127",-2,"Mother of baby born with Zika complications shares heartbreaking ordeal https://t.co/YqDaBa8In1"
"128",0,"RT @MedDevicesDaily  Nanobiosym Diagnostics steps out of research shadows with EUA for Gene-Radar #Zika test… https://t.co/6uNQiHptAa"
"129",-2,"Retweeted Compton Creek MAD (@ComptonCreekMAD):

Common backyard #Mosquito can be infected with #Zika &amp; it may... https://t.co/WQN7KnEFdI"
"130",0,"RT @ComptonCreekMAD: Common backyard #Mosquito can be infected with #Zika &amp; it may pass the virus along in its eggs... https://t.co/EawQeJB…"
"131",-2,"Retweeted Compton Creek MAD (@ComptonCreekMAD):

#BirthDefects strike 1 in 10 U.S. pregnancies affected by #Zika... https://t.co/DoRFwwHI4J"
"132",0,"RT @ComptonCreekMAD: #BirthDefects strike 1 in 10 U.S. pregnancies affected by #Zika https://t.co/u8QszXQ9mJ @lapublichealth @CAPublicHealt…"
"133",1,"Brazilian twins with Zika celebrate their first birthday https://t.co/yuL6Feeqws https://t.co/3bNIL16zJe"
"134",0,"A new tool can detect tiny amounts of #viruses and can distinguish #Zika from its close relative.… https://t.co/oK9tqJdWh2"
"135",0,"Another Type of Mosquito May Carry Zika https://t.co/Xt3yoDY7NE"
"136",0,"Traces of #Zika found in Aedes albopictus. Normally Aedes aegypti is main vector of Zika. More research needed. https://t.co/UBuPJFvZsz"
"137",0,"RT @latimes: Congratulations to Pulitzer finalist @KatieFalkenberg for her photo series ""Motherhood in the Time of Zika"" https://t.co/tHbgt…"
"138",-1,"#BirthDefects strike 1 in 10 U.S. pregnancies affected by #Zika https://t.co/u8QszXQ9mJ @lapublichealth @CAPublicHealth @cmaphysicians"
"139",-2,"Common backyard #Mosquito can be infected with #Zika &amp; it may pass the virus along in its eggs... https://t.co/EawQeJB5FX @CAPublicHealth"
"140",-1,"@xoluiza Probably got Zika or something and I just suffered lol. Try to get some sleep and Maybe it will stay away"
"141",0,"Zika RNA—but not live virus—has been found in Brazilian Aedes albopictus, or Asian tiger mosquitoes,  https://t.co/bRJ4dfXTdv"
"142",-1,"CDC: 51 US Pregnancies Had Zika-Related Defects in 2016
https://t.co/GKtEjPgu3E"
"143",0,"Zika vaccine test moves to next stage with more than 2,000 volunteers in U.S., abroad – The Denver Post… https://t.co/WYFRzPicAl"
"144",-1,"RT @ColinDieden: That fucking giraffe finally had her baby."
"145",0,"RT @SoReIatable: ""You're so beautiful""
Me: awh that's sweet, thank you 
""We should def talk, I think we have a connection, Number?""
Me: htt…"
"146",0,"@SafAriInTheCity Independent labs say the opposite.. https://t.co/tFrnVHEva9"
"147",1,"Wondering here how long before we find competency on certain Culex populations out of more works? #Zika #Culex ? https://t.co/mJppIvwXS0"
"148",0,"Singapore Says It Expects More Zika Cases https://t.co/aogOh0BSoc"
"149",0,"RT @neil_bodie: Zika vaccine containing live virus was the first of its kind to begin human testing this week in Vienna, Austria https://t.…"
"150",0,"HHS sponsors new Zika diagnostic test, boosting national testing capacity https://t.co/Kyj5R5BptQ"
"151",0,"https://t.co/McmZdMnqnl : #another #mosquito - There’s another mosquito carrying Zika virus https://t.co/jqm7M1bh79"
"152",0,"https://t.co/62smvXv7qP : #another #mosquito - There’s another mosquito carrying Zika virus https://t.co/1VMhIffxfX"
"153",0,"RT @DrKBendikson: 10% of women who contracted #ZIKA virus in US had birth defects in 2016 .  If you are trying to get pregnant, don't trave…"
"154",-1,"RT @digby56: Dumb bunny https://t.co/pPOLGwQWIQ"
"155",-1,"Zika vaccine containing live virus was the first of its kind to begin human testing this week in Vienna, Austria https://t.co/hUXLP5NXFG"
"156",0,"RT @ArcGISXprise: The Science of Where safety comes first.  Hillsborough County, Fla., Uses Real-Time GIS to Target Zika Virus https://t.co…"
"157",0,"RT @garveylatimes: Big congrats to Pulitzer finalist @KatieFalkenberg. Here's her outstanding visual coverage from Zika's frontlines https:…"
"158",0,"The Science of Where safety comes first.  Hillsborough County, Fla., Uses Real-Time GIS to Target Zika Virus… https://t.co/AHopCmkYBr"
"159",0,"The Science of Where safety comes first.  Hillsborough County, Fla., Uses Real-Time GIS to Target Zika Virus… https://t.co/CSIA8BIxx3"
"160",0,"The Science of Where safety comes first.  Hillsborough County, Fla., Uses Real-Time GIS to Target Zika Virus… https://t.co/n6a2hsuCzT"
"161",0,"The Science of Where safety comes first.  Hillsborough County, Fla., Uses Real-Time GIS to Target Zika Virus… https://t.co/6M6ME5mLu1"
"162",1,"Good news https://t.co/5RvklVQeta"
"163",0,"Fast CRISPR test easily detects Zika and antibiotic resistance #CRISPR #Zika  https://t.co/U7MUrb7LA3"
"164",0,"One Year After Zika, Positive Signs for Puerto Rico’s Meetings https://t.co/3E8qCW5c98’s-meetings-industry-103605#.WPDtBbat6wg.twitter"
"165",-1,"#FDA grants Nanobiosym's point of care #Zika test emergency authorization https://t.co/IOJZlFdHSa via @MobiHealthNews"
"166",0,"Brazilian twin sisters born with Zika-induced microcephaly reach their first birthday, family is still struggling https://t.co/OshHyw8mp7 <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B9><U+0081>"
"167",0,"Enhanced Epilepsy Surveillance and Awareness in the Age of Zika https://t.co/GuqThlmVB3 Underreporting ""baby"" seizures <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B9><U+0081>"
"168",0,"Before going to Cuba they were bug spray and Zika and mosquitoes...
I never even got bitten there, BUT being home I have like 10 bites rn <ed><U+00A0><U+00BD><ed><U+00B8><U+0093>"
"169",0,"Incidence of canine heartworm in US 2016- this is what the incidence of Zika may look like if it becomes endemic<ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B9><U+0081> https://t.co/IejrBulQ9u"
"170",0,"The squad<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/g5HlrK2Zoj"
